gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1427421823	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Tasman Bay - Cable Bay	c58ac019-b413-4613-8772-39e57acbeb8e	-41.156917	173.408283	30.0				0.5	0.5	2003-03-20T00:00:00Z	20	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC247 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.549Z		COORDINATE_ROUNDED
1427421822	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Taupo Point South Limestone	c58ac019-b413-4613-8772-39e57acbeb8e	-40.787033	172.95705	30.0				2.0	2.0	2003-03-18T00:00:00Z	18	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC474 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.548Z		COORDINATE_ROUNDED
1427421821	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Tasman Bay - Cable Bay	c58ac019-b413-4613-8772-39e57acbeb8e	-41.156917	173.408283	30.0				0.5	0.5	2003-03-20T00:00:00Z	20	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC243 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.544Z		COORDINATE_ROUNDED
1427421820	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Buller - Cape Foulwind, Three Steeples	c58ac019-b413-4613-8772-39e57acbeb8e	-41.731467	171.469633	30.0				7.5	4.5	2003-04-16T00:00:00Z	16	4	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC600 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.535Z		COORDINATE_ROUNDED
1427421819	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Cable Bay - South Point	c58ac019-b413-4613-8772-39e57acbeb8e	-41.156533	173.4009	30.0				18.0	2.0	2003-03-20T00:00:00Z	20	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC255 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.540Z		COORDINATE_ROUNDED
1427421818	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Buller - Cape Foulwind, Three Steeples	c58ac019-b413-4613-8772-39e57acbeb8e	-41.731467	171.469633	30.0				7.5	4.5	2003-04-16T00:00:00Z	16	4	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC557 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.526Z		COORDINATE_ROUNDED
1427421817	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Buller - Cape Foulwind, Three Steeples	c58ac019-b413-4613-8772-39e57acbeb8e	-41.731467	171.469633	30.0				12.5	4.5	2003-04-16T00:00:00Z	16	4	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC608 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.523Z		COORDINATE_ROUNDED
1427421816	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Tata Rocks Limestone	c58ac019-b413-4613-8772-39e57acbeb8e	-40.790883	172.95215	30.0				5.0	1.0	2003-03-18T00:00:00Z	18	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC453 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.543Z		COORDINATE_ROUNDED
1427421815	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Camp Bay - West Shore	c58ac019-b413-4613-8772-39e57acbeb8e	-43.621817	172.779317	30.0				2.5	2.5	2003-11-27T00:00:00Z	27	11	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC661 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.536Z		COORDINATE_ROUNDED
1427421814	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Tata Rocks Limestone	c58ac019-b413-4613-8772-39e57acbeb8e	-40.790883	172.95215	30.0				5.0	1.0	2003-03-18T00:00:00Z	18	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC490 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.547Z		COORDINATE_ROUNDED
1427421813	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Cable Bay - South Point	c58ac019-b413-4613-8772-39e57acbeb8e	-41.156533	173.4009	30.0				18.0	2.0	2003-03-20T00:00:00Z	20	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC311 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.540Z		COORDINATE_ROUNDED
1427421812	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Whare North Rocks	c58ac019-b413-4613-8772-39e57acbeb8e	-40.784	172.961283	30.0				8.0	1.0	2003-03-18T00:00:00Z	18	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC486 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.539Z		COORDINATE_ROUNDED
1427421811	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Greigs	c58ac019-b413-4613-8772-39e57acbeb8e	-42.315	171.273333	30.0				1.0	1.0	2003-03-17T00:00:00Z	17	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC268 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.526Z		COORDINATE_ROUNDED
1427421810	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Greigs	c58ac019-b413-4613-8772-39e57acbeb8e	-42.315	171.273333	30.0				1.0	1.0	2003-03-17T00:00:00Z	17	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC267 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.531Z		COORDINATE_ROUNDED
1427421809	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Buller - Cape Foulwind, Three Steeples	c58ac019-b413-4613-8772-39e57acbeb8e	-41.731467	171.469633	30.0				5.0	3.0	2003-04-16T00:00:00Z	16	4	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC567 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.534Z		COORDINATE_ROUNDED
1427421808	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Taupo Point South Limestone	c58ac019-b413-4613-8772-39e57acbeb8e	-40.787033	172.95705	30.0				2.0	2.0	2003-03-18T00:00:00Z	18	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC492 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.528Z		COORDINATE_ROUNDED
1427421807	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Puketapu Rd	c58ac019-b413-4613-8772-39e57acbeb8e	-39.516667	173.9	30.0				1.0	1.0	2002-12-05T00:00:00Z	5	12	2002	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	A027042				CC_BY_4_0	NIWA				2018-12-09T23:26:07.541Z		COORDINATE_ROUNDED
1427421806	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	New Plymouth - Hapuka Rock	c58ac019-b413-4613-8772-39e57acbeb8e	-39.05	173.983333	30.0				12.5	12.5	2003-12-04T00:00:00Z	4	12	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC187 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.568Z		COORDINATE_ROUNDED
1427421805	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Taupo Point South Limestone	c58ac019-b413-4613-8772-39e57acbeb8e	-40.787033	172.95705	30.0				2.0	2.0	2003-03-18T00:00:00Z	18	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC501 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.555Z		COORDINATE_ROUNDED
1427421804	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Buller - Cape Foulwind, Three Steeples	c58ac019-b413-4613-8772-39e57acbeb8e	-41.731467	171.469633	30.0				12.5	4.5	2003-04-16T00:00:00Z	16	4	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC606 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.545Z		COORDINATE_ROUNDED
1427421803	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Boulder Bank - rocks north of Glen settlement	c58ac019-b413-4613-8772-39e57acbeb8e	-41.183333	173.363333	30.0				3.0	3.0	2002-12-13T00:00:00Z	13	12	2002	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC142 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.548Z		COORDINATE_ROUNDED
1427421802	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Taupo Point South Limestone	c58ac019-b413-4613-8772-39e57acbeb8e	-40.787033	172.95705	30.0				2.0	2.0	2003-03-18T00:00:00Z	18	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC489 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.536Z		COORDINATE_ROUNDED
1427421801	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Taupo Rocks North	c58ac019-b413-4613-8772-39e57acbeb8e	-40.78085	172.983167	30.0				8.0	1.0	2003-03-18T00:00:00Z	18	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC456 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.529Z		COORDINATE_ROUNDED
1427421800	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Greigs	c58ac019-b413-4613-8772-39e57acbeb8e	-42.315	171.273333	30.0				1.0	1.0	2003-03-17T00:00:00Z	17	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC286 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.539Z		COORDINATE_ROUNDED
1427421799	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Greigs	c58ac019-b413-4613-8772-39e57acbeb8e	-42.315	171.273333	30.0				1.0	1.0	2003-03-17T00:00:00Z	17	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC270 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.532Z		COORDINATE_ROUNDED
1427421798	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Greigs	c58ac019-b413-4613-8772-39e57acbeb8e	-42.315	171.273333	30.0				1.0	1.0	2003-03-17T00:00:00Z	17	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC280 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.524Z		COORDINATE_ROUNDED
1427421797	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Greigs	c58ac019-b413-4613-8772-39e57acbeb8e	-42.315	171.273333	30.0				1.0	1.0	2003-03-17T00:00:00Z	17	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC269 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.518Z		COORDINATE_ROUNDED
1427421796	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	North of Kaikoura - South of Halfmoon Bay	c58ac019-b413-4613-8772-39e57acbeb8e	-42.266667	173.8	30.0				0.5	0.5	2002-11-05T00:00:00Z	5	11	2002	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC79 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.530Z		COORDINATE_ROUNDED
1427421795	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Tata Rocks Limestone	c58ac019-b413-4613-8772-39e57acbeb8e	-40.790883	172.95215	30.0				5.0	1.0	2003-03-18T00:00:00Z	18	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC437 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.547Z		COORDINATE_ROUNDED
1427421794	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Greigs	c58ac019-b413-4613-8772-39e57acbeb8e	-42.315	171.273333	30.0				1.0	1.0	2003-03-17T00:00:00Z	17	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC271 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.573Z		COORDINATE_ROUNDED
1427421793	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Greigs	c58ac019-b413-4613-8772-39e57acbeb8e	-42.315	171.273333	30.0				1.0	1.0	2003-03-17T00:00:00Z	17	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC278 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.562Z		COORDINATE_ROUNDED
1427421792	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Greigs	c58ac019-b413-4613-8772-39e57acbeb8e	-42.315	171.273333	30.0				1.0	1.0	2003-03-17T00:00:00Z	17	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC281 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.540Z		COORDINATE_ROUNDED
1427421791	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Greigs	c58ac019-b413-4613-8772-39e57acbeb8e	-42.315	171.273333	30.0				1.0	1.0	2003-03-17T00:00:00Z	17	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC272 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.518Z		COORDINATE_ROUNDED
1427421790	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Seal Island	c58ac019-b413-4613-8772-39e57acbeb8e	-42.031667	171.365	30.0				0.5	0.5	2003-03-16T00:00:00Z	16	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC288 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.519Z		COORDINATE_ROUNDED
1427421789	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Cape Campbell - Cape Campbell point intertidal	c58ac019-b413-4613-8772-39e57acbeb8e	-41.733333	174.283333	30.0				0.5	0.5	2002-10-06T00:00:00Z	6	10	2002	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC128 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.509Z		COORDINATE_ROUNDED
1427421788	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Taupo Point South Limestone	c58ac019-b413-4613-8772-39e57acbeb8e	-40.787033	172.95705	30.0				2.0	2.0	2003-03-18T00:00:00Z	18	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC487 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.526Z		COORDINATE_ROUNDED
1427421787	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Island Bay - At Marine Lab	c58ac019-b413-4613-8772-39e57acbeb8e	-41.349167	174.762667	30.0				2.5	2.5	2002-09-10T00:00:00Z	10	9	2002	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC22 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.518Z		COORDINATE_ROUNDED
1427421786	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Palmer Head - 0-4 m subtidal collection	c58ac019-b413-4613-8772-39e57acbeb8e	-41.345	174.821667	30.0				2.0	2.0	2002-09-11T00:00:00Z	11	9	2002	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	A027070				CC_BY_4_0	NIWA				2018-12-09T23:26:07.509Z		COORDINATE_ROUNDED
1427421785	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Island Bay - At Marine Lab	c58ac019-b413-4613-8772-39e57acbeb8e	-41.349167	174.762667	30.0				2.5	2.5	2002-09-10T00:00:00Z	10	9	2002	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	A027026				CC_BY_4_0	NIWA				2018-12-09T23:26:07.519Z		COORDINATE_ROUNDED
1427421784	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Tata Rocks Limestone	c58ac019-b413-4613-8772-39e57acbeb8e	-40.790883	172.95215	30.0				5.0	1.0	2003-03-18T00:00:00Z	18	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC506 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.510Z		COORDINATE_ROUNDED
1427421783	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Island Bay - At Marine Lab	c58ac019-b413-4613-8772-39e57acbeb8e	-41.349167	174.762667	30.0				0.5	0.5	2002-09-10T00:00:00Z	10	9	2002	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC220 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.537Z		COORDINATE_ROUNDED
1427421782	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	North of New Plymouth - Btwn Waiwhakaiho River & Mangati Strm	c58ac019-b413-4613-8772-39e57acbeb8e	-39.0	174.116667	30.0				9.0	9.0	2002-12-05T00:00:00Z	5	12	2002	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC390 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.551Z		COORDINATE_ROUNDED
1427421781	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Puketapu Rd	c58ac019-b413-4613-8772-39e57acbeb8e	-39.516667	173.9	30.0				1.0	1.0	2002-12-05T00:00:00Z	5	12	2002	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC178 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.533Z		COORDINATE_ROUNDED
1427421780	8ec73638-2c0b-45b1-a399-be159f3799dc		Plantae	Rhodophyta	Florideophyceae	Corallinales	Hapalidiaceae	Mesophyllum	Mesophyllum erubescens		SPECIES	Mesophyllum erubescens (Folie) Me.Lemoine	NZ	Taupo Rocks North	c58ac019-b413-4613-8772-39e57acbeb8e	-40.78085	172.983167	30.0				8.0	1.0	2003-03-18T00:00:00Z	18	3	2003	9756683	9756683	HUMAN_OBSERVATION	NIWA	MBIS Coralline Algae	NZC454 Mesophyllum erubescens				CC_BY_4_0	NIWA				2018-12-09T23:26:07.535Z		COORDINATE_ROUNDED
